City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
ostrovnoy,10.0,10800.0,1620053215.0,83.0,68.0531,39.5131,30.34,10.54
chabahar,18.0,16200.0,1620053215.0,78.0,25.2919,60.643,83.01,7.36
thompson,75.0,-18000.0,1620053215.0,80.0,55.7435,-97.8558,28.4,4.61
mullingar,40.0,3600.0,1620053216.0,71.0,53.5333,-7.35,54.0,11.99
arkhipo-osipovka,91.0,10800.0,1620053216.0,74.0,44.37,38.52,63.66,4.7
hithadhoo,100.0,18000.0,1620053217.0,71.0,-0.6,73.0833,83.8,10.4
rikitea,80.0,-32400.0,1620053217.0,80.0,-23.1203,-134.9692,78.85,13.44
mar del plata,100.0,-10800.0,1620053218.0,100.0,-38.0023,-57.5575,61.0,9.57
castro,0.0,-10800.0,1620053218.0,47.0,-24.7911,-50.0119,74.98,0.81
aklavik,97.0,-21600.0,1620053219.0,86.0,68.2191,-135.0107,21.2,9.22
cidreira,0.0,-10800.0,1620053219.0,54.0,-30.1811,-50.2056,77.18,5.26
kapaa,75.0,-36000.0,1620053219.0,78.0,22.0752,-159.319,73.4,13.8
esperance,67.0,28800.0,1620053220.0,82.0,-33.8667,121.9,55.4,9.22
ayagoz,13.0,21600.0,1620053220.0,30.0,47.9714,80.4392,51.6,10.04
kavieng,64.0,36000.0,1620053221.0,75.0,-2.5744,150.7967,82.31,4.59
coihaique,20.0,-14400.0,1620053221.0,75.0,-45.5752,-72.0662,42.8,5.75
luderitz,0.0,7200.0,1620053222.0,59.0,-26.6481,15.1594,69.96,4.63
jamestown,90.0,-14400.0,1620053222.0,72.0,42.097,-79.2353,60.01,13.8
albany,100.0,-14400.0,1620053193.0,61.0,42.6001,-73.9662,60.01,3.6
chuy,24.0,-10800.0,1620053223.0,50.0,-33.6971,-53.4616,76.68,10.07
busselton,74.0,28800.0,1620053224.0,81.0,-33.65,115.3333,60.01,3.0
kavaratti,99.0,19800.0,1620053224.0,69.0,10.5669,72.642,86.0,4.88
hobart,90.0,36000.0,1620053229.0,81.0,-42.8794,147.3294,44.6,10.36
butaritari,77.0,43200.0,1620053230.0,75.0,3.0707,172.7902,83.16,13.85
tomatlan,2.0,-18000.0,1620053230.0,31.0,19.9333,-105.25,79.61,0.4
severo-kurilsk,100.0,39600.0,1620053231.0,95.0,50.6789,156.125,34.79,16.98
bredasdorp,62.0,7200.0,1620053231.0,17.0,-34.5322,20.0403,86.0,10.36
puerto suarez,11.0,-14400.0,1620053232.0,74.0,-18.95,-57.8,87.8,6.91
saint-pierre,0.0,14400.0,1620053232.0,78.0,-21.3393,55.4781,78.8,2.3
raga,48.0,7200.0,1620053233.0,22.0,8.4596,25.678,97.56,4.54
vao,98.0,39600.0,1620053233.0,80.0,-22.6667,167.4833,73.65,24.07
kahului,1.0,-36000.0,1620053234.0,78.0,20.8947,-156.47,71.6,4.61
dikson,100.0,25200.0,1620053234.0,89.0,73.5069,80.5464,27.91,11.83
bluff,87.0,43200.0,1620053235.0,72.0,-46.6,168.3333,53.01,10.0
beloha,13.0,10800.0,1620053235.0,66.0,-25.1667,45.05,67.05,9.17
punta arenas,40.0,-10800.0,1620053236.0,65.0,-53.15,-70.9167,37.4,9.22
mangrol,0.0,19800.0,1620053230.0,69.0,21.1167,70.1167,83.84,13.98
mehamn,40.0,7200.0,1620053236.0,64.0,71.0357,27.8492,35.6,4.61
ocean city,75.0,-14400.0,1620053237.0,60.0,39.2776,-74.5746,71.6,6.91
buraydah,0.0,10800.0,1620053237.0,16.0,26.326,43.975,91.4,17.27
porto seguro,75.0,-10800.0,1620053238.0,69.0,-16.4497,-39.0647,78.8,4.61
peniche,1.0,3600.0,1620053238.0,61.0,39.3558,-9.3811,68.0,10.0
comodoro rivadavia,75.0,-10800.0,1620053144.0,81.0,-45.8667,-67.5,42.8,14.97
guerrero negro,100.0,-21600.0,1620053173.0,72.0,27.9769,-114.0611,60.19,15.61
akureyri,75.0,0.0,1620053239.0,56.0,65.6835,-18.0878,37.4,6.91
cockburn town,46.0,-14400.0,1620053110.0,69.0,21.4612,-71.1419,79.34,18.1
luau,61.0,3600.0,1620053240.0,85.0,-10.7073,22.2247,70.52,7.34
saldanha,100.0,7200.0,1620053240.0,15.0,-33.0117,17.9442,86.0,13.8
dudinka,100.0,25200.0,1620053241.0,94.0,69.4058,86.1778,33.69,14.76
college,75.0,-28800.0,1620053241.0,42.0,64.8569,-147.8028,41.0,10.36
new norfolk,10.0,36000.0,1620053242.0,76.0,-42.7826,147.0587,39.99,2.3
samarai,37.0,36000.0,1620053242.0,82.0,-10.6167,150.6667,79.9,10.67
yulara,99.0,34200.0,1620053243.0,40.0,-25.2406,130.9889,69.8,12.66
sao filipe,10.0,-3600.0,1620053243.0,68.0,14.8961,-24.4956,71.46,8.93
east london,0.0,7200.0,1620053244.0,60.0,-33.0153,27.9116,73.4,13.8
carlyle,98.0,-18000.0,1620053244.0,94.0,38.6103,-89.3726,66.0,7.67
port blair,55.0,19800.0,1620053245.0,76.0,11.6667,92.75,83.89,8.48
tynda,100.0,32400.0,1620053245.0,89.0,55.1667,124.7167,35.98,8.43
le port,0.0,14400.0,1620053246.0,83.0,-20.9373,55.2919,78.8,9.22
jackson,1.0,-25200.0,1620053246.0,75.0,42.4165,-122.8345,48.99,3.44
isla mujeres,40.0,-18000.0,1620053247.0,74.0,21.2311,-86.73100000000001,84.0,9.22
beidao,100.0,28800.0,1620053247.0,38.0,34.5686,105.8933,56.93,10.8
sirjan,100.0,16200.0,1620053248.0,47.0,29.451999999999998,55.6814,59.79,15.77
tiksi,100.0,32400.0,1620053249.0,96.0,71.6872,128.8694,27.19,5.26
bilma,3.0,3600.0,1620053249.0,3.0,18.6853,12.9164,106.0,6.91
nanortalik,100.0,-7200.0,1620053250.0,58.0,60.1432,-45.2371,42.8,30.8
suntar,31.0,32400.0,1620053250.0,96.0,62.1444,117.6319,30.97,3.36
pimentel,0.0,-18000.0,1620053251.0,61.0,-6.8367,-79.9342,77.0,4.61
ahipara,2.0,43200.0,1620053251.0,85.0,-35.1667,173.1667,52.5,2.66
roseburg,1.0,-25200.0,1620053251.0,87.0,43.2165,-123.3417,46.99,0.94
puerto carreno,100.0,-18000.0,1620053000.0,82.0,6.189,-67.4859,77.04,0.69
portland,75.0,-25200.0,1620053252.0,71.0,45.5234,-122.6762,50.0,4.61
longyearbyen,0.0,7200.0,1620053258.0,68.0,78.2186,15.6401,23.0,4.61
saint-leu,0.0,14400.0,1620053258.0,78.0,-21.15,55.2833,78.8,2.3
cabo san lucas,1.0,-21600.0,1620053030.0,17.0,22.8909,-109.9124,77.0,6.91
ponta do sol,40.0,3600.0,1620053259.0,60.0,32.6667,-17.1,69.8,16.11
wenling,100.0,28800.0,1620053260.0,73.0,28.3669,121.36,72.0,11.41
acapulco,20.0,-18000.0,1620053260.0,69.0,16.8634,-99.8901,77.0,4.61
hami,85.0,28800.0,1620053261.0,7.0,42.8,93.45,59.9,3.8
tual,77.0,32400.0,1620053261.0,77.0,-5.6667,132.75,82.72,17.45
maputo,20.0,7200.0,1620053261.0,64.0,-25.9653,32.5892,73.4,11.5
souillac,40.0,14400.0,1620053262.0,94.0,-20.5167,57.5167,78.8,6.91
camargo,93.0,-21600.0,1620053262.0,25.0,27.6667,-105.1667,70.3,11.43
koumac,1.0,39600.0,1620053263.0,84.0,-20.5667,164.2833,73.69,3.8
rakiv lis,99.0,10800.0,1620053263.0,56.0,51.6217,24.9243,47.14,18.68
opuwo,0.0,7200.0,1620053264.0,31.0,-18.0607,13.84,83.12,12.03
saluzzo,45.0,7200.0,1620053264.0,39.0,44.6464,7.4862,64.4,4.61
le vauclin,75.0,-14400.0,1620053264.0,83.0,14.5452,-60.8388,80.01,14.97
kupang,13.0,28800.0,1620053265.0,75.0,-10.1667,123.5833,78.35,11.16
turukhansk,100.0,25200.0,1620053265.0,98.0,65.8167,87.9833,32.22,11.54
qaanaaq,33.0,-10800.0,1620053266.0,71.0,77.484,-69.3632,29.8,2.28
victor harbor,60.0,34200.0,1620053266.0,66.0,-35.5667,138.6167,57.99,5.01
la ronge,36.0,-21600.0,1620053267.0,68.0,55.1001,-105.2842,26.6,5.75
sidmouth,75.0,3600.0,1620053267.0,76.0,50.6909,-3.2397,52.0,27.63
hobyo,100.0,10800.0,1620053268.0,69.0,5.3505,48.5268,85.82,9.93
laguna,1.0,-25200.0,1620053268.0,39.0,38.421,-121.4238,64.99,17.27
talitsa,0.0,18000.0,1620053269.0,25.0,56.8804,60.0213,59.0,6.71
hofn,40.0,0.0,1620053270.0,38.0,64.2539,-15.2082,41.0,21.85
arraial do cabo,40.0,-10800.0,1620053270.0,73.0,-22.9661,-42.0278,78.8,4.61
riachao,14.0,-10800.0,1620053271.0,52.0,-7.3619,-46.6172,84.43,9.33
clarence town,100.0,36000.0,1620053271.0,100.0,-32.5833,151.7833,61.0,2.04
oltu,25.0,10800.0,1620053272.0,30.0,40.5498,42.0013,70.27,5.1
gravdal,40.0,7200.0,1620053273.0,56.0,68.1214,13.5031,37.4,8.05
port elizabeth,0.0,7200.0,1620053273.0,56.0,-33.918,25.5701,72.55,11.92
san patricio,1.0,-18000.0,1620053274.0,83.0,28.017,-97.5169,82.4,11.5
tasiilaq,0.0,-7200.0,1620053274.0,55.0,65.6145,-37.6368,33.8,9.22
svetlogorsk,99.0,10800.0,1620053275.0,73.0,52.6333,29.7333,44.44,18.03
havre,0.0,7200.0,1620053275.0,58.0,49.5833,0.3333,60.8,8.05
smiltene,100.0,10800.0,1620053276.0,93.0,57.4244,25.9016,37.0,4.0
georgetown,40.0,28800.0,1620053112.0,94.0,5.4112,100.3354,82.4,2.3
bethel,20.0,-14400.0,1620053276.0,48.0,41.3712,-73.414,64.4,6.91
puente nacional,100.0,-18000.0,1620053277.0,98.0,5.8774,-73.6781,62.01,1.14
vaini,75.0,46800.0,1620053277.0,78.0,-21.2,-175.2,73.4,11.5
oranjemund,7.0,7200.0,1620053278.0,67.0,-28.55,16.4333,67.77,4.9
puerto ayora,0.0,-21600.0,1620053279.0,74.0,-0.7393,-90.3518,80.6,13.8
puerto del rosario,20.0,3600.0,1620053280.0,56.0,28.5004,-13.8627,71.6,18.41
provideniya,99.0,43200.0,1620053280.0,75.0,64.3833,-173.3,27.5,13.56
lata,34.0,3600.0,1620053281.0,40.0,40.1629,-8.3327,75.0,9.84
bardiyah,100.0,7200.0,1620053281.0,24.0,31.7561,25.0865,88.99,6.93
iqaluit,40.0,-14400.0,1620053282.0,69.0,63.7506,-68.5145,33.8,11.5
clyde river,20.0,-14400.0,1620053282.0,86.0,70.4692,-68.5914,26.6,17.27
anadyr,0.0,43200.0,1620053283.0,92.0,64.75,177.4833,10.4,8.95
gat,31.0,10800.0,1620053288.0,29.0,31.61,34.7642,84.0,9.4
bambous virieux,40.0,14400.0,1620053289.0,94.0,-20.3428,57.7575,79.0,6.91
upernavik,85.0,-7200.0,1620053289.0,68.0,72.7868,-56.1549,31.73,8.86
taicheng,90.0,28800.0,1620053289.0,41.0,38.731,113.228,51.85,5.26
port alfred,0.0,7200.0,1620053290.0,61.0,-33.5906,26.891,73.27,17.96
mareeba,90.0,36000.0,1620053290.0,83.0,-17.0,145.4333,73.4,4.61
yeppoon,40.0,36000.0,1620053291.0,83.0,-23.1333,150.7333,68.0,4.61
ahuimanu,40.0,-36000.0,1620053291.0,73.0,21.4447,-157.8378,73.4,8.05
marsh harbour,100.0,-14400.0,1620053292.0,73.0,26.5412,-77.0636,79.03,14.45
jorpeland,40.0,7200.0,1620053292.0,61.0,59.0225,6.0408,46.4,9.22
fortuna,90.0,-25200.0,1620053241.0,100.0,40.5982,-124.1573,51.01,5.75
santarem,40.0,-10800.0,1620053293.0,78.0,-2.4431,-54.7083,80.6,8.05
kasongo-lunda,100.0,3600.0,1620053293.0,97.0,-6.4667,16.8167,70.9,1.7
iwanai,96.0,32400.0,1620053294.0,93.0,42.9744,140.5089,40.57,5.03
kutum,5.0,7200.0,1620053294.0,8.0,14.2,24.6667,93.04,8.79
selje,100.0,7200.0,1620053294.0,65.0,62.0459,5.351,45.0,12.91
torbay,90.0,-9000.0,1620053295.0,81.0,47.6666,-52.7314,45.0,24.16
madison heights,90.0,-14400.0,1620053110.0,100.0,42.4859,-83.1052,59.0,4.61
ongandjera,9.0,7200.0,1620053296.0,32.0,-17.8833,15.0667,83.82,9.26
port hedland,59.0,28800.0,1620053296.0,88.0,-20.3167,118.5667,75.2,5.75
bagdarin,100.0,28800.0,1620053296.0,59.0,54.4333,113.6,36.93,9.89
srednekolymsk,100.0,39600.0,1620053297.0,96.0,67.45,153.6833,14.5,2.86
can tho,20.0,25200.0,1620053258.0,89.0,10.0333,105.7833,82.4,4.61
dingle,78.0,28800.0,1620053298.0,83.0,10.9995,122.6711,79.18,8.21
sorland,20.0,7200.0,1620053298.0,52.0,67.667,12.6934,39.2,9.22
korgen,20.0,7200.0,1620053299.0,33.0,66.0771,13.8153,41.0,10.36
hirtshals,75.0,7200.0,1620053299.0,66.0,57.5881,9.9592,51.01,11.5
iquique,0.0,-14400.0,1620053300.0,60.0,-20.2208,-70.1431,68.0,11.5
altay,0.0,28800.0,1620053300.0,30.0,47.8667,88.1167,45.52,7.56
pandan niog,6.0,28800.0,1620053301.0,73.0,6.2282,120.5631,84.13,5.75
medea,40.0,3600.0,1620053301.0,68.0,36.2642,2.7539,69.8,23.02
rio gallegos,75.0,-10800.0,1620053302.0,80.0,-51.6226,-69.2181,33.8,14.97
osoyoos,100.0,-25200.0,1620053302.0,76.0,49.0331,-119.4524,46.4,0.54
arua,90.0,10800.0,1620053303.0,80.0,3.0201,30.9111,69.46,3.83
port hardy,90.0,-25200.0,1620053303.0,93.0,50.6996,-127.4199,46.4,9.22
bulolo,58.0,36000.0,1620053304.0,96.0,-7.2,146.65,69.51,0.92
kaiyuan,0.0,28800.0,1620053304.0,71.0,23.6977,103.3037,69.37,6.33
sao joao da barra,40.0,-10800.0,1620053305.0,61.0,-21.6403,-41.0511,80.6,2.3
atuona,99.0,-34200.0,1620053305.0,73.0,-9.8,-139.0333,80.53,14.56
champasak,74.0,25200.0,1620053305.0,83.0,14.75,106.0,77.23,2.19
edelira,0.0,-14400.0,1620053306.0,36.0,-26.75,-55.2667,85.01,8.63
katiola,40.0,0.0,1620053306.0,65.0,8.1333,-5.1,84.2,4.61
tilichiki,60.0,43200.0,1620053307.0,97.0,60.4667,166.1,3.79,8.39
bianzhuang,100.0,28800.0,1620053307.0,98.0,34.8486,118.0447,62.49,6.4
lorengau,88.0,36000.0,1620053307.0,75.0,-2.0226,147.2712,80.96,1.07
srikakulam,55.0,19800.0,1620053308.0,68.0,18.3,83.9,80.87,6.85
gimli,100.0,-18000.0,1620053308.0,60.0,50.6336,-96.9907,37.4,11.5
vila franca do campo,20.0,0.0,1620053309.0,77.0,37.7167,-25.4333,64.4,6.91
vestmannaeyjar,0.0,0.0,1620053310.0,36.0,63.4427,-20.2734,44.6,12.66
richards bay,11.0,7200.0,1620053310.0,73.0,-28.783,32.0377,67.82,6.26
namibe,40.0,3600.0,1620053316.0,58.0,-15.1961,12.1522,86.0,11.5
coos bay,1.0,-25200.0,1620053316.0,93.0,43.3665,-124.2179,46.99,9.22
scarborough,100.0,3600.0,1620053316.0,87.0,54.2797,-0.4044,44.01,7.0
hokitika,92.0,43200.0,1620053317.0,77.0,-42.7167,170.9667,53.24,3.15
el dorado,1.0,-25200.0,1620053318.0,25.0,38.7666,-120.5177,63.0,11.5
sarakhs,90.0,16200.0,1620053318.0,46.0,36.5449,61.1577,73.4,6.91
haines junction,100.0,-25200.0,1620053056.0,86.0,60.7522,-137.5108,24.8,1.14
porangatu,0.0,-10800.0,1620053319.0,47.0,-13.4408,-49.1486,85.57,2.73
shache,100.0,28800.0,1620053320.0,16.0,38.4167,77.2406,74.1,6.76
chechat,62.0,19800.0,1620053320.0,22.0,24.7667,75.8833,89.76,6.46
roma,1.0,-14400.0,1620053188.0,72.0,43.2128,-75.4557,63.0,9.22
severnoye,100.0,25200.0,1620053321.0,84.0,56.3491,78.3619,48.78,9.26
carnot,82.0,3600.0,1620053321.0,68.0,4.9409,15.8665,82.67,7.45
bairiki,20.0,43200.0,1620053321.0,83.0,1.3292,172.9752,82.4,6.91
verkhnyaya inta,100.0,10800.0,1620053322.0,66.0,65.9811,60.3094,33.46,17.43
ayr,75.0,3600.0,1620053323.0,87.0,55.4627,-4.6339,39.2,23.02
urengoy,11.0,18000.0,1620053323.0,93.0,65.9667,78.3667,26.62,8.25
semirom,65.0,16200.0,1620053323.0,43.0,31.4167,51.5667,50.72,7.58
praya,20.0,-3600.0,1620053324.0,53.0,14.9215,-23.5087,77.0,19.57
saint-francois,0.0,7200.0,1620053324.0,39.0,46.4154,3.9054,64.0,3.44
barabai,89.0,28800.0,1620053325.0,86.0,-2.5833,115.3833,77.25,2.33
newcastle,100.0,36000.0,1620053278.0,100.0,-32.9272,151.7765,64.0,6.6
bozeman,1.0,-21600.0,1620053100.0,75.0,45.6796,-111.0386,42.01,2.08
victoria,80.0,28800.0,1620053284.0,91.0,22.2855,114.1577,78.01,3.0
fukue,81.0,32400.0,1620053326.0,66.0,32.6881,128.8419,62.74,13.67
presidencia roque saenz pena,55.0,-10800.0,1620053326.0,65.0,-26.7852,-60.4388,87.01,5.01
disa,70.0,19800.0,1620053327.0,20.0,24.25,72.1667,89.71,7.56
san antonio,90.0,-18000.0,1620053119.0,69.0,29.4241,-98.4936,77.0,4.61
sibolga,100.0,25200.0,1620053328.0,86.0,1.7427,98.7792,79.05,3.24
okhotsk,39.0,36000.0,1620053328.0,83.0,59.3833,143.3,33.91,3.6
tazovskiy,7.0,18000.0,1620053328.0,95.0,67.4667,78.7,21.27,7.2
kapoeta,100.0,7200.0,1620053329.0,50.0,4.7717,33.5903,81.39,6.33
kletskaya,100.0,10800.0,1620053329.0,49.0,49.3145,43.0584,71.37,15.46
mildura,83.0,36000.0,1620053220.0,76.0,-34.2,142.15,53.6,8.05
carnarvon,90.0,28800.0,1620053330.0,94.0,-24.8667,113.6333,62.6,12.66
zheshart,100.0,10800.0,1620053330.0,42.0,62.0731,49.5733,43.12,4.38
kupino,100.0,25200.0,1620053331.0,87.0,54.3663,77.2981,50.7,17.52
sterling,90.0,-14400.0,1620053123.0,77.0,39.0062,-77.4286,66.99,3.44
kununurra,28.0,28800.0,1620053331.0,78.0,-15.7667,128.7333,69.8,3.44
murray bridge,75.0,34200.0,1620053332.0,97.0,-35.1167,139.2667,53.01,15.48
itaituba,40.0,-10800.0,1620053333.0,70.0,-4.2761,-55.9836,86.0,3.44
edd,100.0,10800.0,1620053334.0,62.0,13.9297,41.6925,87.1,4.65
aykhal,100.0,32400.0,1620053334.0,98.0,66.0,111.5,30.09,2.93
bathsheba,75.0,-14400.0,1620053334.0,69.0,13.2167,-59.5167,78.8,20.71
tsiroanomandidy,8.0,10800.0,1620053335.0,78.0,-18.7667,46.0333,67.35,4.72
tacarigua,100.0,-14400.0,1620053335.0,72.0,10.0862,-67.9198,32.0,2.66
atar,0.0,0.0,1620053185.0,9.0,20.5169,-13.0499,97.38,9.6
flin flon,90.0,-18000.0,1620053103.0,64.0,54.7682,-101.865,28.4,8.05
saint-vallier,0.0,7200.0,1620053336.0,39.0,46.6411,4.3711,64.0,3.44
ambilobe,80.0,10800.0,1620053337.0,88.0,-13.2,49.05,76.91,2.17
asau,51.0,10800.0,1620053342.0,31.0,46.4333,26.4,60.01,10.38
shubarshi,88.0,18000.0,1620053343.0,31.0,48.5872,57.1869,69.85,5.75
pisco,74.0,-18000.0,1620053343.0,83.0,-13.7,-76.2167,68.0,8.05
jacqueville,40.0,0.0,1620053344.0,79.0,5.2052,-4.4146,86.0,13.8
ginir,97.0,10800.0,1620053344.0,81.0,7.1333,40.7,62.83,2.68
ancud,0.0,-14400.0,1620053345.0,87.0,-41.8697,-73.8203,52.0,3.44
muslyumovo,100.0,10800.0,1620053345.0,67.0,55.3033,53.1947,56.66,8.88
saint-philippe,0.0,14400.0,1620053346.0,78.0,-21.3585,55.7679,78.8,2.3
flinders,100.0,36000.0,1620053346.0,79.0,-34.5833,150.8552,63.0,3.0
maceio,75.0,-10800.0,1620053347.0,69.0,-9.6658,-35.7353,82.4,6.91
ngama,87.0,3600.0,1620053347.0,8.0,11.7833,17.1667,105.75,11.3
vardo,40.0,7200.0,1620053348.0,75.0,70.3705,31.1107,33.8,10.36
dukat,84.0,39600.0,1620053348.0,99.0,62.55,155.55,7.83,2.8
tver,82.0,10800.0,1620053109.0,78.0,56.8619,35.8931,48.83,13.53
leh,6.0,19800.0,1620053349.0,32.0,34.1667,77.5833,49.15,4.23
broome,100.0,-14400.0,1620053349.0,75.0,42.2506,-75.833,61.0,6.78
vesoul,0.0,7200.0,1620053181.0,38.0,47.5833,5.8333,61.0,6.91
deputatskiy,98.0,36000.0,1620053350.0,97.0,69.3,139.9,23.49,3.89
seoni,60.0,19800.0,1620053350.0,35.0,22.0833,79.5333,81.99,3.67
alugan,96.0,28800.0,1620053351.0,87.0,12.2188,125.4808,80.13,14.09
santiago de cao,20.0,-18000.0,1620053351.0,78.0,-7.9589,-79.2392,69.8,6.91
vanavara,100.0,25200.0,1620053352.0,94.0,60.34,102.2797,33.31,4.45
honiara,96.0,39600.0,1620053352.0,88.0,-9.4333,159.95,77.25,3.11
koppang,100.0,7200.0,1620053353.0,87.0,61.5706,11.0555,38.79,2.59
ponta delgada,20.0,0.0,1620053353.0,77.0,37.7333,-25.6667,64.4,6.91
palmerston,0.0,34200.0,1620053102.0,88.0,-12.485999999999999,130.9833,75.2,3.44
buritizeiro,0.0,-10800.0,1620053354.0,39.0,-17.3511,-44.9622,83.26,4.85
ribeira grande,40.0,0.0,1620053354.0,68.0,38.5167,-28.7,66.2,6.91
paka,97.0,28800.0,1620053355.0,89.0,4.6374,103.4368,80.6,1.14
sitka,90.0,-28800.0,1620053355.0,87.0,57.0531,-135.33,44.6,3.44
pevek,76.0,43200.0,1620053356.0,98.0,69.7008,170.3133,0.18,7.34
palmer,100.0,-14400.0,1620053357.0,42.0,42.1584,-72.3287,64.99,1.99
batagay-alyta,100.0,32400.0,1620053357.0,95.0,67.8006,130.4114,28.62,0.74
khandyga,38.0,32400.0,1620053358.0,93.0,62.6667,135.6,31.78,4.0
wundanyi,100.0,10800.0,1620053358.0,84.0,-3.4019,38.364000000000004,64.72,9.04
mahebourg,40.0,14400.0,1620053358.0,94.0,-20.4081,57.7,78.8,6.91
pemberton,90.0,-25200.0,1620053360.0,93.0,50.3164,-122.8027,39.2,2.93
cassilandia,0.0,-14400.0,1620053360.0,27.0,-19.1133,-51.7342,87.6,7.31
mayumba,100.0,3600.0,1620053361.0,75.0,-3.432,10.6554,82.49,9.28
sainte-suzanne,0.0,14400.0,1620053361.0,83.0,-20.9061,55.6089,78.8,9.22
sekoma,0.0,7200.0,1620053362.0,27.0,-24.4,23.8833,71.96,8.28
chimore,14.0,-14400.0,1620053362.0,55.0,-16.9833,-65.1333,84.65,4.59
teya,100.0,25200.0,1620053363.0,99.0,60.3778,92.6267,37.35,3.18
korla,100.0,28800.0,1620053363.0,19.0,41.7597,86.1469,63.45,11.14
bandarbeyla,100.0,10800.0,1620053364.0,66.0,9.4942,50.8122,85.1,7.56
whitehorse,75.0,-25200.0,1620053365.0,69.0,60.7161,-135.0538,30.99,2.3
olean,90.0,-14400.0,1620053365.0,71.0,42.0776,-78.4297,57.99,5.75
vathi,0.0,10800.0,1620053366.0,30.0,38.4,23.6,86.0,3.44
bilibino,38.0,43200.0,1620053366.0,95.0,68.0546,166.4372,-0.29,4.41
cavadinesti,70.0,10800.0,1620053366.0,53.0,46.0667,28.0169,59.76,14.65
erdaojiang,38.0,28800.0,1620053372.0,40.0,41.7764,126.0319,50.0,8.61
miami,75.0,-14400.0,1620053284.0,65.0,25.7743,-80.1937,87.01,13.8
kargasok,99.0,25200.0,1620053373.0,86.0,59.0556,80.8572,43.21,6.55
port lincoln,87.0,34200.0,1620053373.0,59.0,-34.7333,135.8667,59.23,14.43
bakchar,100.0,25200.0,1620053373.0,98.0,57.0186,82.0711,47.48,3.2
san cristobal,75.0,-14400.0,1620053374.0,94.0,7.7669,-72.225,77.0,3.44
burns lake,100.0,-25200.0,1620053374.0,93.0,54.2331,-125.7533,33.8,3.58
irun,40.0,7200.0,1620053375.0,59.0,43.339,-1.7894,60.8,5.75
yangjiang,30.0,28800.0,1620053375.0,90.0,21.85,111.9667,76.33,6.82
coahuayana,1.0,-18000.0,1620053376.0,26.0,18.7333,-103.6833,69.8,1.99
xining,68.0,28800.0,1620053376.0,56.0,36.6167,101.7667,40.59,10.8
zhadovka,100.0,14400.0,1620053377.0,61.0,53.5746,46.9498,65.68,15.99
narsaq,75.0,-7200.0,1620053377.0,26.0,60.9167,-46.05,44.6,41.43
hambantota,75.0,19800.0,1620053378.0,100.0,6.1241,81.1185,78.8,5.75
buala,65.0,39600.0,1620053378.0,80.0,-8.145,159.5921,79.84,0.54
olafsvik,3.0,0.0,1620053378.0,48.0,64.8945,-23.7142,39.18,7.25
san carlos de bariloche,47.0,-10800.0,1620053289.0,53.0,-41.1456,-71.3082,46.4,11.5
